Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_Total_24h_1	Infected_Total_24h_2	Infected_Total_8h_1	Infected_Total_8h_2	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_Total_24h_1	Mock_Total_24h_2	Mock_Total_8h_1	Mock_Total_8h_2	UniProt	Protein
24.3753122524195	24.3238728710754	25.1273721159787	25.2853383651417	24.2839031507394	24.2914652132743	24.7199372295698	24.6015819499534	24.299294088998	24.6221384751577	24.6649323763728	24.6414729434293	24.334624849075	24.8419674705933	24.4338340337729	24.8960611751226	24.1070061302441	24.308330810018	24.6822931055805	24.6327645890881	25.0357771087754	25.0607487353468	25.6122230711509	25.2247142175044	24.3546554781724	24.0226296643358	24.6247847642899	24.4783499440281	24.32897337523	24.8388320769649	24.2626994214179	24.7324575476782	A0FGR8	ESYT2_HUMAN
20.5411473342055	20.5779383420609	20.9690052015183	21.1575548168205	20.5299484683362	20.5980416926337	20.5763532973002	20.5489217964186	20.5994138374195	21.0149978064784	20.5889834050803	20.5880433393334	20.7643189440996	20.6870239498142	20.7268068254258	20.8137271282757	20.2599459744502	20.4568927682453	20.5108768257868	20.4728053794693	21.146821935296	21.2795301603323	21.3301344740301	21.1059345189553	20.5989409128919	20.3363387808803	20.3956304842853	20.2984672259901	20.612727197333	20.6524651637147	20.4765990004062	20.5878654245833	A0JNW5	BLT3B_HUMAN
18.0746471600925	17.9229897205019	17.7874582150521	17.8141601619713	17.9627282285257	17.9391114241332	17.4238600347111	17.2742069613824	17.9121296846307	18.2202695338209	17.3272884298678	17.2869292344637	17.8080910636855	17.4515517794991	17.776251103319	17.3112885316827	17.378247433714	17.6546890266841	17.1144682949504	17.2458411384419	18.3787321252029	18.4331550312846	18.194494865159	17.7447906180049	17.7289686273927	17.396924148131	17.1256022508256	16.8393562345964	17.7195045351402	17.3468122726951	17.472314347989	17.3113854850721	A0PJW6	TM223_HUMAN
23.6097877784783	23.623922082963	23.6410956034679	23.8352422924642	23.5611470337786	23.6073969530006	23.2157118923611	23.1181681551397	23.6726474816706	23.9444691317721	23.1383799515545	23.1539737362998	23.7821840481051	23.3375970421992	23.774933628744	23.410741689374	23.4088235152302	23.6274237423528	23.2352672590566	23.1366997531664	24.3057916931576	24.3001103213837	24.0614357858436	23.7983893127045	23.7054749562589	23.2754325423148	23.0870541380183	22.88795251092	23.7751972114852	23.306217943327	23.6353701538406	23.2482702185906	A1A4S6	RHG10_HUMAN
22.9098283114615	22.7977595842616	23.4744199883542	23.5983463152799	22.8328318444768	22.7402669854412	23.1518159708935	22.9999482460524	22.8492293370001	23.0761163955735	23.0454775558577	23.006727423894	22.8864817228867	23.2024691484223	22.8797004067695	23.2188225228305	22.7100729562053	22.7994224237765	23.0724134272604	23.0834314618862	23.5678302961333	23.4880820522662	24.0663081846548	23.6461745541323	22.8852368404737	22.4916998673968	23.0378236684865	22.8551328210623	22.8979070877331	23.2140106488346	22.8144481445531	23.1213899835208	A1L0T0	HACL2_HUMAN
18.8394672987688	18.620908670504	20.0415665153482	20.2478317619123	18.7029922425073	18.6391336102355	19.7139668172676	19.6384209765833	18.9385843901752	18.5656420207955	19.4961105933744	19.4503192756563	18.4613541013145	19.7033721886044	18.6332954316322	19.7071398118243	18.4383636432322	18.4521031010449	19.6138811332871	19.5873325376455	19.2046558895869	19.1277993810041	19.9724422500726	20.2413446604541	18.9018446472929	18.005788233343	19.4806093914747	19.2866029263376	18.5541789811983	19.5377032361038	18.4405590180893	19.6233235792104	A1L188	NDUF8_HUMAN
24.9046826019521	24.8690784776927	25.2463779564412	25.4649434883895	24.9020936409762	24.844739082762	24.8197866819843	24.7234816866942	24.9258857575338	25.2812981953539	24.8080457229872	24.8172931203881	24.9635357361054	24.9661051984225	25.0481154522731	25.0265024931857	24.5804169619657	24.721541634857	24.7964508126877	24.7023532763762	25.5425315485919	25.5216956717839	25.6856859637597	25.2677526052877	24.9579901641043	24.512765966016	24.7653665299364	24.5639233003021	24.9146421102173	24.8645087261921	24.8474705594049	24.8610169482959	A1X283	SPD2B_HUMAN
		17.7749818452785	17.9958161642315			17.4668306957996	17.3175048285405			17.4399489452775	17.3243129446685		17.5748436861149		17.6885227014007			17.5097459373902	17.2565269708645			18.3714473218184	17.8946575680968			17.4149892332603	17.2073586088702		17.7507386468794		17.7874064329242	A2RRD8	ZN320_HUMAN
24.3589313130393	24.3450923511304	24.3779101724683	24.6219885776226	24.3127168392957	24.3337865271384	23.9693638490575	23.8648012183454	24.3021433818991	24.7259331491635	23.9261013164886	23.9626547564974	24.4951189892568	24.1713104550043	24.5957486446376	24.2752683784731	24.0728801820243	24.2490485075279	23.944333107115	23.9844947952657	24.9337842816046	24.9732988940591	24.8436546316955	24.5099032897351	24.2985435482352	23.9162084222428	23.9354108733299	23.7894135467214	24.3280927895356	24.0435290754321	24.3437123949728	24.0827945318335	A2RRP1	NBAS_HUMAN
19.8701769166521	19.9132156659298	19.0235329753935	19.2185912125411	19.7786995028281	19.8683791032147	18.5171430661095	18.3601201537298	19.7860484018732	20.2278887166385	18.522239796224	18.388489246651	19.8555176312773	18.3792226201006	20.0318306377459	18.41971610184	19.6765708854723	19.9204599497259	18.6354042535476	18.6140833307172	20.5086983734909	20.5800564878465	19.5698270040377	19.1588037877709	19.7453422097762	19.4468599879552	18.5436702839418	18.3037455257002	19.8302654240989	18.5297296865209	19.8064868620525	18.4329655222018	A2RTX5	SYTC2_HUMAN
21.2806603374256	21.2674878835852	22.5638709274267	22.6683303943947	21.0039443360864	21.0677356238751	22.1035004282407	21.9458384586549	21.1875782498847	21.5686599872759	22.0703625736946	22.0444896960197	21.2338063590821	22.1449297288617	21.4762218661932	22.2782771860357	20.8854235963624	21.1391965340783	22.1145408718581	22.0114347672973	21.721859484076	21.8949626215023	22.9431897908737	22.6463181167024	21.2374569550064	20.885620602993	22.0290912408843	21.8031496352668	21.1299485097997	22.204461957742	21.2145090642345	22.2186243258596	A2RUS2	DEND3_HUMAN
20.9440395009497	20.9768173503296	21.7284027290782	21.7885846260737	20.7198555315741	20.7815299780588	21.2673987254921	21.0838442140529	20.8057295864909	21.2226699667741	21.2702457295551	21.1871251661686	21.16916949866	21.3433960942194	21.0550850196357	21.3356543813856	20.6319271213786	20.7525415931409	21.247844113568	21.1740126368414	21.4835777087301	21.4781592036038	22.2207568810776	21.7401522060019	20.8974529980144	20.5066077690827	21.309666051921	21.0320593043436	21.1047847945933	21.2530869556694	20.8920993472085	21.2843075890412	A3KMH1	VWA8_HUMAN
21.4899366398716	21.4916092168543	21.6726171339867	21.9530408735876	21.2579149145468	21.3169367616291	21.0444800772704	20.9895699168031	21.5096568341101	21.9040826709577	21.21525370839	21.2897771167921	21.295633318963	21.0432328922475	21.6148375004168	21.4771584283688	21.2020988871233	21.3285266310546	21.3753227076126	21.3030019803148	22.0634107928693	22.0304458635395	22.1076909849503	21.8113000451439	21.5096455852814	21.1112773348866	21.2651531145087	21.0336015877711	21.303359231407	21.2018780558662	21.3001614045154	21.2308374906902	A3KN83	SBNO1_HUMAN
20.0508762152122	19.9149235895305	21.9695597366592	22.163934657792	20.1944414924784	20.3449863007305	21.7607215999573	21.5949638677298	19.7950344042299	20.0837838733724	21.5851467351176	21.5775512609454	20.3315858434382	21.7660471717419	20.0975936946988	21.7044796514019	19.3204299179779	19.5803154369863	21.5486613076774	21.4837736528521	20.9593354519886	20.7598050047931	22.3255842011893	22.2055804847915	19.7883293524018	20.0538186805906	21.4299506420845	21.2388754716553	20.2058967466089	21.585117836261	20.0395212543134	21.4579576487864	A4D1E9	GTPBA_HUMAN
21.2378692531832	21.404352840036	20.4240381610105	20.6011695311353	21.1457109729618	21.3823099964266	20.0464711112343	19.9461908218875	21.1348942964311	21.6979482286851	19.956266973636	19.9675449602847	21.4922016008469	20.299916299629	21.4685116212978	20.2802715839768	20.8763428642104	21.2343967981024	19.9076828887456	20.0049849285517	21.7644979862428	21.9844885673991	20.8995045381614	20.5199731071142	21.2057661272714	21.0459478221477	19.9359809917228	19.7541776359182	21.2161007479884	20.0789267613028	21.0861628600368	20.0627879361361	A4D1P6	WDR91_HUMAN
22.0381385931815	22.29295828669	22.8412659851837	22.890413738433	22.1957733314988	22.5663242305572	22.329087560599	22.0798103459421	21.8537253593297	22.6733563085671	22.3063416691855	22.0950432457548	22.4766204569879	22.4512148503962	22.5185712350778	22.4120114137384	21.8767386672999	22.4726370483991	22.3619733053529	22.1349042957123	22.5479126321766	23.0872280840429	23.1158271580826	22.6308555754047	21.9409960121064	21.9354005575815	22.4276123922749	21.8828387012811	21.9434279275589	22.2226262015062	21.7973254881815	22.3668021095237	A5A3E0	POTEF_HUMAN
18.0697921067381	18.0892963816845	17.5908028065071	17.6097795435357	18.0461718437323	18.1789008042295	17.4165167545488	17.2781366116892	18.1235722989215	18.3022289846674	16.7076499121728	16.7569518627825	17.9379899469056	17.6690181814947	17.674341253591	16.986269595699	18.1132901340724	18.3960958634987	16.8654039203357	16.9881543172197	19.06114770572	18.900865923745	18.0393231157177	17.6087390855812	18.198801882085	18.1192035671196	17.0477494372243	16.8347387898518	17.5626952825708	16.77712429527	17.8670521544035	16.7373099366326	A5D8V6	VP37C_HUMAN
19.2335594586746	19.3281703147642	22.2198375664658	22.4309424020623	19.1609976084474	19.0989159626526	21.6575885414116	21.4731265502227	19.3798739714261	19.7122125285868	21.8600906909357	21.8394976815273	19.4234440304596	21.6345119995077	19.3602658220757	21.951876455621	18.9274753823735	19.0502627012715	21.8291277546193	21.623386975229	19.7697351513678	19.7965210523016	22.606105344542	22.2492332837332	19.1193157207698	18.8790293121151	21.7999807619153	21.5744602963919	21.3855775741109	21.7515323728406	19.3728385397394	21.9021740109221	A5PLL7	PDES1_HUMAN
21.2291575865755	21.1898551969106	21.8242538322726	21.9776822687938	21.1545664533865	21.2122371822669	21.3141899428075	21.1099624775244	21.1390852094832	21.5845207266074	21.1396739311555	21.3161881999719	21.3393150232242	21.4039261492316	21.5096759685142	21.5786333386045	20.959387883961	21.2486151526963	21.4166155106418	21.3472224419838	21.925746451538	21.9994702305759	22.325373446039	21.9641827653776	21.2860109407587	20.741104894533	21.3339741479107	21.2069071064812	21.2963219742608	21.4639596939943	21.1745249852178	21.4882452119667	A5PLN9	TPC13_HUMAN
25.1678130392736	25.1864937223003	25.4782460772384	25.7289951280026	25.1090704220046	25.1471084803997	25.0222218686836	24.9616327985611	25.1506624801902	25.5803201984388	24.9623902593083	25.0413157517884	25.1070599437347	25.0492729358791	25.2547334966354	25.2082366758325	24.9077321914058	25.1174533876001	25.0695321025543	25.0604430136562	25.7767399459288	25.8059162361418	25.8924142905197	25.6389115171751	25.2119092962068	24.8843145780079	24.980479627783	24.8774454399819	25.0889252040119	25.014186548972	24.9855159481813	24.9895461402854	A5YKK6	CNOT1_HUMAN
23.7008372544451	23.859711792849	23.7862236447927	24.3398811343811	23.3482244018262	23.5268061242473	22.9775665284133	23.0956513202996	23.99797281256	24.3683435763229	23.4775443593965	23.6183788611398	23.6502901321541	23.2824576896772	24.2806788734781	24.0166108819772	23.7831392211496	23.9727076569478	23.6305049464621	23.6535590774733	24.6237397511414	24.8160398938866	24.5109582237577	24.5185320342868	23.9847762259278	23.6209791094463	23.4813929932803	23.4867810866422	24.0671191275699	23.8075316415885	24.0171237251064	23.7381726308758	A6NCE7	MP3B2_HUMAN
23.8281897744768	23.6482438498167	23.1187411404962	23.3436747051965	23.7511233425199	23.5821616075347	22.6566595639937	22.5725104798044	23.8099798457513	23.901577559127	22.4810964919367	22.572003959382	23.6949525825313	22.8049677079353	23.6996206852936	22.7076033000547	23.5805541355463	23.4919871894804	22.6150743350216	22.590381623602	24.3450226117248	24.2103805170939	23.5122910935493	23.233387278833	23.7796913405215	23.1488448972564	22.5824684161088	22.4128450357609	23.7001816893411	22.5407476834165	23.5928762806714	22.5699043344293	A6NDG6	PGP_HUMAN
21.3626612846342	21.3311683328637	20.5735762701803	20.6868480038312	21.3824417891228	21.4027629660786	20.2910505626842	20.1537427438577	21.2768227121603	21.6324661173408	20.0775866233575	20.0744504818786	21.5645688133472	20.4261010652879	21.4498993498027	20.3261671522904	20.9325236346374	21.0706608580293	20.1810350030338	20.1863632333901	21.9190869054038	21.9647165524383	21.3222247605972	20.7528827581734	21.4361501317355	21.0651662748282	20.2255314551563	20.0213284289656	21.4159198117124	20.2285112984286	21.1194403031957	20.2184957052401	A6NDU8	RIMC1_HUMAN
19.6120417704074	19.4376114007489	18.8725037905393	19.0642923258129	19.7135463080316	19.4765872535341	18.6619665277654	18.3970991429391	19.6680416414451	19.8118631172887	18.292107071327	18.5315759111882	19.9044097121953	18.7489873384598	19.9368925791161	19.0155774662254	19.4855447926182	19.5220514414442	18.5350129057749	18.4653961731401	20.432606165175	20.3733161824006	19.3908220172379	19.3202418008562	19.7109335637153	19.2815422098037	18.3663496658345	18.1004012231325	20.1266068181459	19.0958232818043	19.8678420014778	18.6696934282135	A6NHL2	TBAL3_HUMAN
21.0796543019409	20.8534285058236	21.3972938660599	21.5759468048244	20.8642279872345	20.794869461346	21.0137269597375	20.8104843614396	20.8780061751694	21.2351962419934	20.8233696115066	20.9389813917019	20.8963273922438	21.08430004347	21.0685535674395	21.0916367287412	20.5984513949102	20.711123943584	20.9131338529719	20.7882907943564	21.4459141527663	21.4696038474727	21.6237604934141	21.4120334882209	20.9834550489126	20.5273317865569	20.8677414469947	20.5787927239547	20.8559120312735	20.7983809210074	21.0291855412115	20.9885323572446	A6NHQ2	FBLL1_HUMAN
25.332230197532	25.3323915208556	25.5081439777453	25.725173060719	25.1842398777411	25.253921580997	25.0729644720611	24.9372502144303	25.3133866291556	25.7075986444995	25.0769825851391	25.0981310278901	25.3110766625532	25.1857271362429	25.4946451875956	25.3317352666182	25.0990052100365	25.2993101562617	25.1529525688012	25.1703372243233	25.9203796331457	25.9819375196601	26.0287603823333	25.6712263290086	25.4409964253984	25.0058833596266	25.1461313216061	24.9855116165169	25.2475114183611	25.1768142434909	25.3475198671145	25.2719536715002	A6NHR9	SMHD1_HUMAN
23.5487761907872	23.4288737327293	24.0165299182669	24.1689614240085	23.6943399338564	23.586966771822	23.3890142215284	23.2197015248087	23.6138062785751	23.912364480683	23.6284223608181	23.3375177223586	23.846566064047	23.4822791229863	23.7218369634686	23.6410812802675	23.0212176240703	23.2664978868723	23.6795868591634	23.5126320647504	24.069662691852	23.9605264948951	24.3209475314777	23.7825238016997	23.5386179282214	23.2426570000512	23.6143878577875	23.2582992115568	23.5537956153483	23.3711119415911	23.3412632106992	23.5724416080357	A6NHT5	HMX3_HUMAN
21.2099628589466	21.1148022970209	21.8410459281065	22.0415284431832	21.1769759457551	21.0998134432763	21.5438916712439	21.4628930271315	21.0853927543339	21.3599540856652	21.3660349605312	21.2721574304074	21.1934225902778	21.5992205174855	21.1369502902139	21.4671097046234	20.9637388365513	21.0528722682275	21.4858657829547	21.3259154115143	21.7746521641134	21.7873763241422	22.355506479124	22.0765886742134	21.1110729124813	20.7224616634014	21.2069521230193	21.034485583276	21.079837547113	21.4987128296677	21.0152098446975	21.3081395895695	A6NIH7	U119B_HUMAN
19.5189131079331	19.4319247556251	20.0519727749163	20.1453394108032	19.3218803902389	19.4744124151337	19.6967153482888	19.5450904345131	19.7106022322511	19.7605821059473	19.9802293108594	19.7236183190631	19.4403120753395	19.5899974101343	19.5316823967585	19.7815096716005	19.2542463476523	19.4189612124838	19.9403867424311	19.6900598517321	20.0593019164539	20.088102575209	20.590268983985	20.1499007240993	19.5473010759577	19.1570964978277	19.5898919437356	19.4555749374676	19.3798975291217	19.6458663022627	19.3876866859303	19.7388419232203	A6NJ78	MET15_HUMAN
20.5052929456774	20.654393666505			20.517141950898	20.4417794842936			20.5428949293664	20.8634451727794			20.6546909057057		20.8201951862845		20.0672320216769	20.407565756595			21.0946222903724	21.2251590197936			20.5898198733377	20.0965030346238			20.5972196015046		20.5841164741323		A6NKT7	RGPD3_HUMAN
21.8583183130626	21.9373566850405	22.6422743416804	22.8644975446101	20.8358836148889	21.0761138293149	21.2119514730805	21.0530386626348	21.9927252702561	22.5161558724608	22.3051764820673	22.2783616698441	21.1336309288236	21.3888576068317	22.1850552152877	22.5537708149242	21.7868001225157	21.9899135998591	22.4417426734124	22.2673394094469	22.5792195157311	22.6935690633693	23.2128426818826	23.1192719747265	21.9795704340423	21.540291947804	22.1015462954978	21.9779294772583	21.7780422239844	22.2628823995593	21.8288553695373	22.2941861622861	A6ZKI3	RTL8C_HUMAN
21.3237925738876	21.117601151353	21.3559999825644	21.5750605030242	21.2269055463684	21.1608668534985	20.9751243460047	20.7780376225345	21.1601395659068	21.4331591277322	20.8732229551828	20.8871756629561	21.1761863124122	21.017263736129	21.1791726641477	21.0565692934244	20.9474527728527	20.9691837335033	20.9606474756377	20.8083626045973	21.8028531952918	21.7230043152039	21.7731047048027	21.3676709295638	21.1864750737617	20.7507102161014	20.8741342920086	20.6935807437854	21.0785967652586	20.9398915878555	21.0729505968993	20.9410031248318	A8CG34	P121C_HUMAN
17.3085199956661	17.5067285278771			17.1938419933099	17.3882246073926			17.133689502471	17.7361106118635			17.3235641115444		17.6084191490775		17.1626913672656	17.4340504703956			17.8536269986803	18.1335857600889			17.5463089393658	17.2763894325135			17.0967651785777		17.1240789942547		A8MQ11	PM2P5_HUMAN
16.8875439525847	16.7323639434315			16.8820170356978	16.651725413961			16.5107603053168	17.0923833517488			16.6465110376558		17.0198769283013		16.5414955101591	16.8474719047037			17.3100049041276	17.5491023784778			16.946349580214	16.7885215695962			16.7032514888164		16.6074489439511		A8MT69	CENPX_HUMAN
18.8120275080496	18.7145697924097			18.5261106219551	18.7140463484021			18.9149380670671	19.0144826566845			18.7959718731436		19.1237908684649		19.0880131066786	19.3201757468872			19.9188482896591	20.0073910794809			19.0835044662401	18.8925281126197			19.4043608810608		19.2904755134476		A8MTT3	CEBOS_HUMAN
25.2814784634044	25.2979108388153	25.4840086933117	25.8229819615604	25.2636621155718	25.2795180550389	25.2617600325113	25.2679478485841	25.3887214581341	25.5356928822918	25.1596976160489	25.2166617494174	25.3760439078327	25.4425820940824	25.4233289198236	25.5270771076269	25.1208335453245	25.2357256310303	25.2000467274299	25.0923308371476	25.9085107763273	25.9507859532878	25.9141710278169	25.9115456026981	25.4569925579225	25.0813612285062	25.0519077168297	25.0312744291938	25.1543661888509	25.1840695887448	25.2327684087903	25.2529615736362	A8MWD9	RUXGL_HUMAN
19.6746392300508	19.61585144922			19.784651490075	19.7251972820369			19.7998148424755	19.9837572872039			19.8439213119092		19.6677870580014		19.5987505367641	19.7157929982952			20.4469631231137	20.4222515233523			19.8677447569524	19.4397843262265			19.6629781050686		19.6664385183811		A8MXV4	NUD19_HUMAN
27.4160088491117	27.3246521388802	27.709987527133	27.9073552128637	27.268963433548	27.2147132283169	27.1319897849911	27.0390580105962	27.4168732483496	27.7168553103176	27.1797374837279	27.1868861718723	27.2812552665541	27.2622816659933	27.4874342010153	27.4960036994382	27.111760720075	27.226671359526	27.2418609025985	27.1890366980249	28.0064209583254	27.9480888829408	28.0801701155632	27.714143142229	27.5009055320818	27.0588656422286	27.2200438449048	27.04332607124	27.31561527731	27.2780587429766	27.3250236812262	27.3317115874444	B5ME19	EIFCL_HUMAN
19.2348831618515	18.8692433799016	19.1009458582457	19.1798483124855	18.9452510953216	18.6717501983834	18.860388446613	18.6310532890945	19.0645404556502	19.0150324119475	18.7402923962562	18.80820386949	18.9176919927736	18.1407082199532	18.919559243304	18.2292794152207	19.1632457236194	18.6955446688991	18.5791127127753	18.6341508689987	19.892855093645	19.5684517533254	19.5682446538694	19.2771419407864	19.2006225718507	18.6739997713444	18.6902736151686	18.4438307780426	19.2237706980333	18.2925050678964	19.2179102611789	18.1494643232442	C0HLS1	OSCRI_HUMAN
17.352874588325	17.4688238377644			17.1904128883337	17.0797544514264			17.6175585061441	17.7263898098165			17.3598355059899		17.4220419281401		17.3112156127639	17.6226151906776			18.0599183570931	18.1137955703304			17.4335766394321	17.2393137881492			17.3535403108866		17.2513359441936		C9J7I0	UMAD1_HUMAN
24.429491322392	24.4788033860892	25.2853449624967	25.3910203839113	24.1712335054074	24.3022890989832	24.6273034833873	24.5992640784864	24.5147825507265	24.775142780531	24.808350458282	24.741807147653	24.3166266506387	24.6746645020084	24.6313904553216	24.9848826857856	24.2712290815417	24.3858934499369	24.9295058570647	24.5819731081383	25.0618015906531	25.1212605657127	25.6030544307981	25.5376270238852	24.435350982895	24.1467477548289	24.649253823165	24.3702596070082	24.3366335960268	24.820756132984	24.3509124930476	24.7739301525144	C9JLW8	MCRI1_HUMAN
21.2880331462905	21.823781432287			21.5422308724139	21.4124536688083			21.5269391157339	22.2646855861144			21.8188989733943		21.7424167883953		21.4217614447393	21.4749203492716			21.8941422964532	22.0446087143979			21.356021471629	21.0244322776094			21.388405984492		21.6070874914903		C9JRZ8	AK1BF_HUMAN
27.3357774634527	27.3063859054444	27.4635886784215	27.6641873338037	27.0302390875262	27.0178437083391	26.8672385794414	26.8105861457446	27.4911247947787	27.6941787294364	27.1388860129459	27.0488880147734	27.1793823388646	27.0678979324684	27.6154285472842	27.4293479345508	27.1075524308094	27.2261053060753	27.113751799529	26.9811849814647	27.8467428268069	27.8838950239027	27.8023358916253	27.6579585985507	27.4726332365064	27.0612103725753	27.0717265510799	26.8543067073007	27.2376514012592	27.0405726498917	27.3504162189765	27.1893764027601	E9PAV3	NACAM_HUMAN
		18.640219512566	18.0135955085795			18.3141831924794	17.4780193108107			18.0882443000228	17.6663966997094		18.520787813193		18.4515417586426			18.3266232941154	18.0707240557441			19.951160557246	18.6345419020463			18.7596448340118	17.6569639435626		19.4908334883505		19.5378684634757	E9PB15	PTG3L_HUMAN
22.6125395182553	22.5175260565949	23.0291497398363	23.2616354027283	22.353844529919	22.3585518729109	22.4561395371001	22.3815838308867	22.6059869744308	22.9279359698741	22.5772023656946	22.582478911382	22.482520507821	22.6133723994346	22.6714752252484	22.8628685522872	22.1157076949203	22.3186485629875	22.597897867089	22.6036171297284	22.9447954228404	22.9752414966876	23.4275219474144	23.0450477754992	22.5250641501376	22.0886258135678	22.5977451152918	22.4545556687627	22.2962209947413	22.6918348359328	22.4089778026659	22.699420844379	E9PRG8	CK098_HUMAN
